,TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL,ed_bool
13420,7014331,YuGiOh,Maze of Memories,Forge a New Future,,MAZE-EN030,Rare,Near Mint 1st Edition,0.05,0.03,1.0,0.01,27,0,0.49,,False
13421,7014356,YuGiOh,Maze of Memories,Gate Guardian,,MAZE-EN035,Rare,Near Mint 1st Edition,0.14,0.12,1.03,0.04,25,0,0.49,,False
13426,7014541,YuGiOh,Maze of Memories,Guardian Chimera,,MAZE-EN049,Ultra Rare,Near Mint 1st Edition,7.52,6.99,6.99,6.99,1,0,8.99,,False
13427,7014704,YuGiOh,Maze of Memories,Imperial Iron Wall,,MAZE-EN065,Rare,Near Mint 1st Edition,0.08,0.08,1.0,0.01,25,0,0.49,,False
13428,7014261,YuGiOh,Maze of Memories,Kahyoreigetsu,,MAZE-EN025,Rare,Near Mint 1st Edition,0.1,0.08,1.0,0.01,25,0,0.49,,False
13429,7014346,YuGiOh,Maze of Memories,Kazejin,,MAZE-EN033,Rare,Near Mint 1st Edition,0.11,0.11,1.03,0.04,23,0,0.49,,False
13431,7014336,YuGiOh,Maze of Memories,Labyrinth Wall,,MAZE-EN031,Rare,Near Mint 1st Edition,0.07,0.07,1.0,0.01,29,0,0.49,,False
13432,7014134,YuGiOh,Maze of Memories,Labyrinth Wall Shadow,,MAZE-EN007,Rare,Near Mint 1st Edition,0.14,0.13,1.03,0.04,25,0,0.49,,False
13433,7014493,YuGiOh,Maze of Memories,Mekk-Knight Blue Sky,,MAZE-EN043,Rare,Near Mint 1st Edition,0.07,0.03,1.02,0.03,26,0,0.49,,False
13434,7014594,YuGiOh,Maze of Memories,Mekk-Knight Crusadia Avramax,,MAZE-EN054,Super Rare,Near Mint 1st Edition,0.74,0.77,1.37,0.38,1,0,0.99,,False
13435,7014509,YuGiOh,Maze of Memories,Mekk-Knight Red Moon,,MAZE-EN045,Rare,Near Mint 1st Edition,0.08,0.04,1.0,0.01,23,0,0.49,,False
13436,7014499,YuGiOh,Maze of Memories,Mekk-Knight Yellow Star,,MAZE-EN044,Rare,Near Mint 1st Edition,0.06,0.03,1.0,0.01,27,0,0.49,,False
13437,7014531,YuGiOh,Maze of Memories,Mudan the Rikka Fairy,,MAZE-EN048,Rare,Near Mint 1st Edition,0.05,0.05,1.0,0.01,28,0,0.49,,False
13438,7014483,YuGiOh,Maze of Memories,Nimble Angler,,MAZE-EN042,Rare,Near Mint 1st Edition,0.15,0.14,1.0,0.01,26,0,0.49,,False
13439,7014226,YuGiOh,Maze of Memories,Number 39: Utopia Rising,,MAZE-EN021,Super Rare,Near Mint 1st Edition,0.22,0.21,1.03,0.04,24,0,0.49,,False
13440,7014201,YuGiOh,Maze of Memories,"On Your Mark, Get Set, DUEL!",,MAZE-EN016,Super Rare,Near Mint 1st Edition,0.24,0.24,1.03,0.04,15,0,0.49,,False
13441,7014221,YuGiOh,Maze of Memories,Overlay Network,,MAZE-EN020,Super Rare,Near Mint 1st Edition,0.26,0.28,1.08,0.09,11,0,0.49,,False
13442,7014605,YuGiOh,Maze of Memories,Overload Fusion,,MAZE-EN056,Rare,Near Mint 1st Edition,0.06,0.04,1.0,0.01,27,0,0.49,,False
13443,7014256,YuGiOh,Maze of Memories,Performapal Duelist Extraordinaire,,MAZE-EN024,Rare,Near Mint 1st Edition,0.1,0.07,1.0,0.01,25,0,0.49,,False
13444,7014514,YuGiOh,Maze of Memories,Photon Orbital,,MAZE-EN046,Rare,Near Mint 1st Edition,0.17,0.12,1.01,0.02,22,0,0.49,,False
13445,7014153,YuGiOh,Maze of Memories,Prey of the Jirai Gumo,,MAZE-EN010,Rare,Near Mint 1st Edition,0.14,0.14,1.02,0.03,27,0,0.49,,False
13446,7014452,YuGiOh,Maze of Memories,Psi-Beast,,MAZE-EN040,Super Rare,Near Mint 1st Edition,0.1,0.05,1.0,0.01,22,0,0.49,,False
13449,7014524,YuGiOh,Maze of Memories,Rikka Petal,,MAZE-EN047,Rare,Near Mint 1st Edition,0.1,0.07,1.0,0.01,25,0,0.49,,False
13450,7014146,YuGiOh,Maze of Memories,Riryoku Guardian,,MAZE-EN009,Rare,Near Mint 1st Edition,0.12,0.09,1.04,0.05,24,0,0.49,,False
13451,7014698,YuGiOh,Maze of Memories,Royal Decree,,MAZE-EN064,Rare,Near Mint 1st Edition,0.17,0.14,1.02,0.03,19,0,0.49,,False
13452,7014251,YuGiOh,Maze of Memories,Saga of the Dragon Emperor,,MAZE-EN023,Rare,Near Mint 1st Edition,0.15,0.08,1.04,0.05,26,0,0.49,,False
13453,7014341,YuGiOh,Maze of Memories,Sanga of the Thunder,,MAZE-EN032,Rare,Near Mint 1st Edition,0.1,0.11,1.01,0.02,23,0,0.49,,False
13454,7014107,YuGiOh,Maze of Memories,Shadow Ghoul of the Labyrinth,,MAZE-EN002,Rare,Near Mint 1st Edition,0.22,0.2,1.08,0.09,22,0,0.49,,False
13455,7014688,YuGiOh,Maze of Memories,Solemn Judgment,,MAZE-EN063,Super Rare,Near Mint 1st Edition,3.06,2.35,3.1,2.11,1,0,3.49,,False
13456,7014296,YuGiOh,Maze of Memories,Soul of the Supreme King,,MAZE-EN027,Rare,Near Mint 1st Edition,0.17,0.15,1.02,0.03,25,0,0.49,,False
13457,7014623,YuGiOh,Maze of Memories,Spellbook of Fate,,MAZE-EN059,Super Rare,Near Mint 1st Edition,0.16,0.13,1.04,0.04,22,0,0.49,,False
13458,7014351,YuGiOh,Maze of Memories,Suijin,,MAZE-EN034,Rare,Near Mint 1st Edition,0.11,0.11,1.02,0.03,22,0,0.49,,False
13459,7014638,YuGiOh,Maze of Memories,Super Soldier Ritual,,MAZE-EN060,Rare,Near Mint 1st Edition,0.08,0.05,1.01,0.02,24,0,0.49,,False
13460,7014361,YuGiOh,Maze of Memories,Superancient Deepsea King Coelacanth,,MAZE-EN036,Super Rare,Near Mint 1st Edition,0.22,0.15,1.04,0.04,23,0,0.49,,False
13462,7014211,YuGiOh,Maze of Memories,This Creepy Little Punk,,MAZE-EN018,Rare,Near Mint 1st Edition,0.09,0.07,1.0,0.01,25,0,0.49,,False
13463,7014206,YuGiOh,Maze of Memories,Time to Stand Up,,MAZE-EN017,Rare,Near Mint 1st Edition,0.13,0.1,1.0,0.01,25,0,0.49,,False
13464,7014709,YuGiOh,Maze of Memories,Treacherous Trap Hole,,MAZE-EN066,Rare,Near Mint 1st Edition,0.11,0.06,1.0,0.01,23,0,0.49,,False
13466,7014467,YuGiOh,Maze of Memories,Wind-Up Kitten,,MAZE-EN041,Ultra Rare,Near Mint 1st Edition,0.48,0.25,1.14,0.15,3,0,0.74,,False
13467,687418,YuGiOh,McDonald's Promo,Flying Penguin,,MP1-011,Common,Near Mint Limited,6.89,,5.89,4.6,1,0,6.99,,False
13468,687414,YuGiOh,McDonald's Promo,Stuffed Animal,,MP1-007,Common,Near Mint Limited,1.5,,3.64,2.65,1,0,2.99,,False
13473,687423,YuGiOh,McDonald's Promo Series 2,Aqua Dragon,,MDP2-EN013,Common,Near Mint Limited,1.88,,1.97,0.98,1,0,4.49,,False
13503,263418,YuGiOh,Metal Raiders,Cyber Saurus,,MRD-105,Common,Near Mint Unlimited,0.29,,1.04,0.05,2,0,0.49,,False
13515,263584,YuGiOh,Metal Raiders,Giltia the D. Knight,,MRD-094,Common,Near Mint Unlimited,0.73,,1.44,0.45,1,0,1.99,,False
13526,263680,YuGiOh,Metal Raiders,Kaminari Attack,,MRD-041,Common,Near Mint Unlimited,0.36,,1.18,0.19,1,0,0.74,,False
13541,263802,YuGiOh,Metal Raiders,Muka Muka,,MRD-107,Rare,Near Mint Unlimited,0.25,,1.08,0.09,1,0,0.49,,False
13544,263804,YuGiOh,Metal Raiders,Musician King,,MRD-103,Common,Near Mint Unlimited,0.55,,1.19,0.2,1,0,0.99,,False
13564,263958,YuGiOh,Metal Raiders,Share the Pain,,MRD-140,Common,Near Mint Unlimited,0.17,,1.08,0.09,4,0,0.49,,False
13567,274839,YuGiOh,Metal Raiders,Shield & Sword,,MRD-131,Rare,Near Mint 1st Edition,7.89,,7.85,7.85,2,0,9.99,,False
13574,274914,YuGiOh,Metal Raiders,Sword of Deep-Seated,,MRD-132,Common,Near Mint 1st Edition,2.35,,2.71,1.72,3,0,1.99,,False
13576,264045,YuGiOh,Metal Raiders,The Cheerful Coffin,,MRD-059,Common,Near Mint Unlimited,0.25,,1.14,0.15,3,0,0.49,,False
13595,3106057,YuGiOh,Millennium Pack,Acid Trap Hole,,MIL1-EN044,Rare,Near Mint 1st Edition,0.32,,1.14,0.15,6,0,0.49,,False
13596,3105892,YuGiOh,Millennium Pack,B. Skull Dragon,,MIL1-EN011,Common,Near Mint 1st Edition,0.45,,1.28,0.29,7,0,0.49,,False
13597,3105937,YuGiOh,Millennium Pack,Black Illusion Ritual,,MIL1-EN020,Common,Near Mint 1st Edition,0.33,,1.15,0.16,1,0,0.49,,False
13598,3105907,YuGiOh,Millennium Pack,Card of Demise,,MIL1-EN014,Ultra Rare,Near Mint 1st Edition,2.86,,3.83,2.84,1,0,3.99,,False
13599,3105942,YuGiOh,Millennium Pack,Contract with the Dark Master,,MIL1-EN021,Common,Near Mint 1st Edition,0.27,,1.17,0.18,15,0,0.49,,False
13600,3106072,YuGiOh,Millennium Pack,Crush Card Virus,,MIL1-EN047,Common,Near Mint 1st Edition,0.27,,1.24,0.25,128,0,0.49,,False
13602,3105882,YuGiOh,Millennium Pack,Dark Master - Zorc,,MIL1-EN009,Common,Near Mint 1st Edition,0.25,,1.14,0.15,28,0,0.49,,False
13603,3106042,YuGiOh,Millennium Pack,Dark Paladin,,MIL1-EN041,Common,Near Mint 1st Edition,0.98,,2.05,1.06,1,0,1.49,,False
13604,3105872,YuGiOh,Millennium Pack,Exodius the Ultimate Forbidden Lord,,MIL1-EN007,Common,Near Mint 1st Edition,0.81,,1.5,0.51,39,0,1.24,,False
13605,3105897,YuGiOh,Millennium Pack,Five-Headed Dragon,,MIL1-EN012,Common,Near Mint 1st Edition,1.39,,2.04,1.05,9,0,1.99,,False
13608,3105867,YuGiOh,Millennium Pack,Gilford the Lightning,,MIL1-EN006,Common,Near Mint 1st Edition,0.27,,1.24,0.25,33,0,0.49,,False
13611,3106007,YuGiOh,Millennium Pack,Kuriboh,,MIL1-EN034,Common,Near Mint 1st Edition,0.25,,1.19,0.2,17,0,0.49,,False
13612,3105902,YuGiOh,Millennium Pack,Rebellion,,MIL1-EN013,Ultra Rare,Near Mint 1st Edition,0.48,,1.2,0.21,13,0,0.49,,False
13613,3105972,YuGiOh,Millennium Pack,Red-Eyes B. Dragon,,MIL1-EN027,Common,Near Mint 1st Edition,1.19,,1.86,0.87,1,0,2.99,,False
13615,3105877,YuGiOh,Millennium Pack,Relinquished,,MIL1-EN008,Common,Near Mint 1st Edition,0.34,,1.25,0.26,56,0,0.49,,False
13616,3105952,YuGiOh,Millennium Pack,Ring of Destruction,,MIL1-EN023,Common,Near Mint 1st Edition,0.84,,1.68,0.69,81,0,0.99,,False
13617,3105932,YuGiOh,Millennium Pack,Scapegoat,,MIL1-EN019,Common,Near Mint 1st Edition,0.45,,1.24,0.25,85,0,0.99,,False
13622,3105922,YuGiOh,Millennium Pack,Symbol of Friendship,,MIL1-EN017,Rare,Near Mint 1st Edition,0.21,,1.17,0.18,85,0,0.49,,False
13624,3106047,YuGiOh,Millennium Pack,Toon World,,MIL1-EN042,Common,Near Mint 1st Edition,0.29,,1.2,0.21,11,0,0.49,,False
13626,3106037,YuGiOh,Millennium Pack,XYZ-Dragon Cannon,,MIL1-EN040,Rare,Near Mint 1st Edition,0.25,,1.13,0.14,3,0,0.49,,False
13628,4271993,YuGiOh,Mystic Fighters,Brotherhood of the Fire Fist - Dragon,,MYFI-EN044,Super Rare,Near Mint 1st Edition,0.31,0.3,1.04,0.05,10,0,0.49,,False
13633,4271898,YuGiOh,Mystic Fighters,Dragonmaid Changeover,,MYFI-EN025,Super Rare,Near Mint 1st Edition,1.85,2.99,1.29,0.3,2,0,2.49,,False
13634,4271903,YuGiOh,Mystic Fighters,Dragonmaid Downtime,,MYFI-EN026,Super Rare,Near Mint 1st Edition,0.8,1.0,1.48,0.49,3,0,1.99,,False
13639,4271868,YuGiOh,Mystic Fighters,Dragonmaid Tinkhec,,MYFI-EN019,Super Rare,Near Mint 1st Edition,1.2,1.67,1.77,0.78,6,0,1.99,,False
13651,4272003,YuGiOh,Mystic Fighters,"Lightning, Dragon Ruler of Drafts",,MYFI-EN046,Super Rare,Near Mint 1st Edition,0.32,0.25,1.09,0.1,107,0,0.49,,False
13655,4271798,YuGiOh,Mystic Fighters,Mathmech Division,,MYFI-EN006,Super Rare,Near Mint 1st Edition,0.27,0.28,1.09,0.1,27,0,0.49,,False
13663,4272038,YuGiOh,Mystic Fighters,Monster Gate,,MYFI-EN053,Super Rare,Near Mint 1st Edition,0.52,0.49,1.23,0.24,16,0,0.74,,False
13666,4271843,YuGiOh,Mystic Fighters,Nurse Dragonmaid,,MYFI-EN014,Secret Rare,Near Mint 1st Edition,8.09,8.32,8.4,8.4,2,0,8.49,,False
13671,4272033,YuGiOh,Mystic Fighters,Super Rejuvenation,,MYFI-EN052,Super Rare,Near Mint 1st Edition,0.37,0.34,1.22,0.23,29,0,0.49,,False
13672,4271998,YuGiOh,Mystic Fighters,"Tempest, Dragon Ruler of Storms",,MYFI-EN045,Super Rare,Near Mint 1st Edition,0.41,0.32,1.17,0.18,13,0,1.49,,False
13673,4272018,YuGiOh,Mystic Fighters,True King of All Calamities,,MYFI-EN049,Super Rare,Near Mint 1st Edition,0.43,0.37,1.31,0.32,1,0,0.74,,False
13682,1274678,YuGiOh,Noble Knights of the Round Table Box Set,Dawn Knight,,NKRT-EN016,Platinum Rare,Near Mint Limited,0.6,,1.24,0.25,1,0,0.99,,False
13695,1274763,YuGiOh,Noble Knights of the Round Table Box Set,Malevolent Catastrophe,,NKRT-EN033,Platinum Rare,Near Mint Limited,0.56,,1.29,0.3,1,0,0.74,,False
13701,1274693,YuGiOh,Noble Knights of the Round Table Box Set,Noble Arms - Gallatin,,NKRT-EN019,Platinum Rare,Near Mint Limited,0.3,,1.18,0.19,30,0,0.49,,False
13702,1274708,YuGiOh,Noble Knights of the Round Table Box Set,Noble Arms of Destiny,,NKRT-EN022,Platinum Rare,Near Mint Limited,0.55,,1.47,0.48,1,0,1.24,,False
13705,1274633,YuGiOh,Noble Knights of the Round Table Box Set,Noble Knight Borz,,NKRT-EN009,Platinum Rare,Near Mint Limited,0.47,,1.39,0.4,1,0,0.99,,False
13709,1274623,YuGiOh,Noble Knights of the Round Table Box Set,Noble Knight Gwalchavad,,NKRT-EN007,Platinum Rare,Near Mint Limited,0.5,,1.29,0.3,1,0,0.74,,False
13713,1274743,YuGiOh,Noble Knights of the Round Table Box Set,Release Restraint Wave,,NKRT-EN029,Platinum Rare,Near Mint Limited,0.26,,1.09,0.1,20,0,0.49,,False
13730,1126094,YuGiOh,Number Hunters,CXyz Simon the Great Moral Leader,,NUMH-EN040,Secret Rare,Near Mint Unlimited,0.26,,1.08,0.09,1,0,0.49,,False
13733,1126279,YuGiOh,Number Hunters,Heraldry Record,,NUMH-EN059,Super Rare,Near Mint 1st Edition,0.13,,1.04,0.05,1,0,0.49,,False
13761,1126194,YuGiOh,Number Hunters,Princess Cologne,,NUMH-EN050,Secret Rare,Near Mint Unlimited,0.65,,1.45,0.46,1,0,5.99,,False
13788,760716,YuGiOh,Order of Chaos,Inzektor Axe - Zektahawk,,ORCS-EN000,Super Rare,Near Mint Unlimited,0.39,,1.24,0.25,1,0,0.49,,False
13791,760735,YuGiOh,Order of Chaos,Inzektor Centipede,,ORCS-EN019,Common,Near Mint Unlimited,0.35,,1.09,0.1,98,0,0.49,,True
13792,760957,YuGiOh,Order of Chaos,Inzektor Centipede,,ORCS-EN019,Common,Near Mint 1st Edition,0.16,,1.08,0.09,117,0,0.49,,False
13801,760797,YuGiOh,Order of Chaos,Inzektor Hopper,,ORCS-EN081,Rare,Near Mint Unlimited,0.49,,1.09,0.1,3,0,0.49,,True
13802,761019,YuGiOh,Order of Chaos,Inzektor Hopper,,ORCS-EN081,Rare,Near Mint 1st Edition,0.38,,1.19,0.2,1,0,0.49,,False
13809,760810,YuGiOh,Order of Chaos,Koalo-Koala,,ORCS-EN094,Common,Near Mint Unlimited,0.22,,1.14,0.15,2,0,0.49,,True
13810,761032,YuGiOh,Order of Chaos,Koalo-Koala,,ORCS-EN094,Common,Near Mint 1st Edition,0.22,,1.13,0.14,1,0,0.49,,False
13813,760968,YuGiOh,Order of Chaos,Masked Ninja Ebisu,,ORCS-EN030,Common,Near Mint 1st Edition,0.26,,1.09,0.1,2,0,0.49,,False
13827,760793,YuGiOh,Order of Chaos,Over Capacity,,ORCS-EN077,Rare,Near Mint Unlimited,0.31,,1.18,0.19,2,0,0.49,,True
13828,761015,YuGiOh,Order of Chaos,Over Capacity,,ORCS-EN077,Rare,Near Mint 1st Edition,0.22,,1.09,0.1,1,0,0.49,,False
13833,760795,YuGiOh,Order of Chaos,Royal Prison,,ORCS-EN079,Rare,Near Mint Unlimited,0.21,,1.18,0.19,34,0,0.49,,True
13834,761017,YuGiOh,Order of Chaos,Royal Prison,,ORCS-EN079,Rare,Near Mint 1st Edition,0.3,,1.08,0.09,29,0,0.49,,False
13835,760794,YuGiOh,Order of Chaos,The Huge Revolution is Over,,ORCS-EN078,Common,Near Mint Unlimited,0.46,,1.09,0.1,17,0,0.49,,True
13836,761016,YuGiOh,Order of Chaos,The Huge Revolution is Over,,ORCS-EN078,Common,Near Mint 1st Edition,0.51,,1.32,0.33,18,0,0.49,,False
13839,760751,YuGiOh,Order of Chaos,Trance Archfiend,,ORCS-EN035,Common,Near Mint Unlimited,0.56,,1.19,0.2,36,0,0.49,,True
13840,760973,YuGiOh,Order of Chaos,Trance Archfiend,,ORCS-EN035,Common,Near Mint 1st Edition,0.35,,1.22,0.23,20,0,0.49,,False
13858,3099684,YuGiOh,OTS Tournament Pack 1,Advance Zone,,OP01-EN027,Common,Near Mint Unlimited,0.34,,1.09,0.1,17,0,0.49,,False
13862,3099654,YuGiOh,OTS Tournament Pack 1,Cyber Dragon Nova,,OP01-EN021,Common,Near Mint Unlimited,2.15,,3.14,2.15,5,0,2.49,,False
13864,3099639,YuGiOh,OTS Tournament Pack 1,"Flying ""C""",,OP01-EN018,Common,Near Mint Unlimited,0.24,,1.14,0.15,41,0,0.49,,False
13867,3099659,YuGiOh,OTS Tournament Pack 1,Mage Power,,OP01-EN022,Common,Near Mint Unlimited,0.65,,1.42,0.43,24,0,0.99,,False
13871,3099649,YuGiOh,OTS Tournament Pack 1,"Michael, the Arch-Lightsworn",,OP01-EN020,Common,Near Mint Unlimited,0.72,,1.6,0.61,6,0,1.99,,False
13872,3099669,YuGiOh,OTS Tournament Pack 1,Monster Gate,,OP01-EN024,Common,Near Mint Unlimited,0.32,,1.31,0.32,41,0,0.49,,False
13878,3099619,YuGiOh,OTS Tournament Pack 1,Skull Servant,,OP01-EN014,Common,Near Mint Unlimited,1.66,,2.46,1.47,1,0,3.99,,False
13880,3099634,YuGiOh,OTS Tournament Pack 1,The White Stone of Legend,,OP01-EN017,Common,Near Mint Unlimited,0.41,,1.29,0.3,64,0,0.49,,False
13883,4007146,YuGiOh,OTS Tournament Pack 10,Assault Beast,,OP10-EN014,Common,Near Mint Unlimited,1.21,3.95,1.68,0.69,18,0,1.99,,False
13884,4007196,YuGiOh,OTS Tournament Pack 10,Assault Mode Activate,,OP10-EN025,Common,Near Mint Unlimited,0.56,,1.48,0.49,49,0,1.49,,False
13887,4007131,YuGiOh,OTS Tournament Pack 10,Breaker the Magical Warrior,,OP10-EN013,Common,Near Mint Unlimited,0.65,0.77,1.44,0.45,35,0,0.49,,False
13888,4007161,YuGiOh,OTS Tournament Pack 10,Dragon's Mirror,,OP10-EN022,Common,Near Mint Unlimited,0.46,0.47,1.28,0.29,92,0,0.49,,False
13889,4007156,YuGiOh,OTS Tournament Pack 10,Explosive Magician,,OP10-EN017,Common,Near Mint Unlimited,0.27,0.29,1.09,0.1,103,0,0.49,,False
13894,4007191,YuGiOh,OTS Tournament Pack 10,Mythical Bestiary,,OP10-EN024,Common,Near Mint Unlimited,0.26,0.25,1.13,0.14,92,0,0.49,,False
13895,4007166,YuGiOh,OTS Tournament Pack 10,Number 81: Superdreadnought Rail Cannon Super Dora,,OP10-EN019,Common,Near Mint Unlimited,0.27,0.26,1.13,0.14,92,0,0.49,,False
13896,4007126,YuGiOh,OTS Tournament Pack 10,Orcustrated Babel,,OP10-EN012,Super Rare,Near Mint Unlimited,0.93,,1.64,0.65,1,0,1.49,,False
13899,4007111,YuGiOh,OTS Tournament Pack 10,Salamangreat Mole,,OP10-EN006,Super Rare,Near Mint Unlimited,0.45,,1.15,0.15,4,0,0.49,,False
13900,4007096,YuGiOh,OTS Tournament Pack 10,Salamangreat Sunlight Wolf,,OP10-EN009,Super Rare,Near Mint Unlimited,0.47,,1.18,0.19,7,0,0.74,,False
13903,4007141,YuGiOh,OTS Tournament Pack 10,Stardust Dragon/Assault Mode,,OP10-EN015,Common,Near Mint Unlimited,0.29,,1.14,0.15,80,0,0.49,,False
13904,4007171,YuGiOh,OTS Tournament Pack 10,Super Quantal Mech Beast Magnaliger,,OP10-EN020,Common,Near Mint Unlimited,0.49,0.67,1.33,0.34,32,0,0.49,,False
13906,4007206,YuGiOh,OTS Tournament Pack 10,T.G. Hyper Librarian,,OP10-EN018,Common,Near Mint Unlimited,0.88,,1.78,0.79,13,0,0.99,,False
13909,4164747,YuGiOh,OTS Tournament Pack 11,All-Out Attacks,,OP11-EN022,Common,Near Mint Unlimited,0.19,0.22,1.09,0.1,1,0,0.49,,False
13911,4164663,YuGiOh,OTS Tournament Pack 11,Altergeist Kunquery,,OP11-EN006,Super Rare,Near Mint Unlimited,0.8,0.94,1.29,0.3,1,0,0.99,,False
13913,4164700,YuGiOh,OTS Tournament Pack 11,Cyber Dragon,,OP11-EN013,Common,Near Mint Unlimited,0.24,0.24,1.18,0.19,92,0,0.49,,False
13915,4164711,YuGiOh,OTS Tournament Pack 11,Fortune Lady Fire,,OP11-EN015,Common,Near Mint Unlimited,0.25,0.32,1.16,0.17,87,0,0.49,,False
13917,4164717,YuGiOh,OTS Tournament Pack 11,Fortune Lady Water,,OP11-EN016,Common,Near Mint Unlimited,0.42,0.45,1.29,0.29,46,0,0.74,,False
13918,4164688,YuGiOh,OTS Tournament Pack 11,Fortune's Future,,OP11-EN011,Super Rare,Near Mint Unlimited,0.37,0.29,1.18,0.19,17,0,0.49,,False
13919,4164727,YuGiOh,OTS Tournament Pack 11,Future Visions,,OP11-EN018,Common,Near Mint Unlimited,0.64,0.6,1.29,0.3,15,0,0.74,,False
13920,4164722,YuGiOh,OTS Tournament Pack 11,Limiter Removal,,OP11-EN017,Common,Near Mint Unlimited,0.28,0.27,1.14,0.15,31,0,0.49,,False
13930,4164767,YuGiOh,OTS Tournament Pack 11,Token: Duel Dragon,,OP11-EN026,Super Rare,Near Mint Unlimited,0.65,0.97,1.36,0.37,3,0,0.74,,False
13933,4282543,YuGiOh,OTS Tournament Pack 12,Brotherhood of the Fire Fist - Horse Prince,,OP12-EN020,Common,Near Mint Unlimited,0.47,0.5,1.09,0.1,163,0,0.49,,False
13936,4282565,YuGiOh,OTS Tournament Pack 12,Contract with the Abyss,,OP12-EN024,Common,Near Mint Unlimited,0.38,0.4,1.1,0.11,59,0,0.99,,False
13938,4282555,YuGiOh,OTS Tournament Pack 12,Dark Hole,,OP12-EN022,Common,Near Mint Unlimited,0.82,,1.47,0.48,69,0,1.49,,False
13939,4282570,YuGiOh,OTS Tournament Pack 12,Fire Formation - Tenki,,OP12-EN025,Common,Near Mint Unlimited,0.73,0.86,1.38,0.39,22,0,0.99,,False
13941,4282505,YuGiOh,OTS Tournament Pack 12,Gigantes,,OP12-EN013,Common,Near Mint Unlimited,0.21,0.35,1.14,0.15,76,0,0.49,,False
13943,4282549,YuGiOh,OTS Tournament Pack 12,Hi-Speedroid Chanbara,,OP12-EN021,Common,Near Mint Unlimited,0.18,0.19,1.04,0.05,23,0,0.49,,False
13944,4282538,YuGiOh,OTS Tournament Pack 12,Kaminari Attack,,OP12-EN019,Common,Near Mint Unlimited,0.3,0.35,1.14,0.15,90,0,0.49,,False
13945,4282516,YuGiOh,OTS Tournament Pack 12,Magician's Robe,,OP12-EN015,Common,Near Mint Unlimited,0.58,0.49,1.24,0.25,30,0,1.49,,False
13950,4282522,YuGiOh,OTS Tournament Pack 12,Sea Archiver,,OP12-EN016,Common,Near Mint Unlimited,0.71,0.84,1.33,0.34,31,0,1.24,,False
13957,4478559,YuGiOh,OTS Tournament Pack 13,ABC-Dragon Buster,,OP13-EN006,Super Rare,Near Mint Unlimited,0.88,1.47,1.38,0.39,2,0,0.99,,False
13961,4478809,YuGiOh,OTS Tournament Pack 13,Bottomless Trap Hole,,OP13-EN022,Common,Near Mint Unlimited,0.31,0.32,1.18,0.19,63,0,0.49,,False
13966,4478829,YuGiOh,OTS Tournament Pack 13,Floodgate Trap Hole,,OP13-EN025,Common,Near Mint Unlimited,0.66,0.66,1.28,0.29,35,0,1.49,,False
13968,4478764,YuGiOh,OTS Tournament Pack 13,Goblin King,,OP13-EN013,Common,Near Mint Unlimited,0.18,0.15,1.09,0.1,10,0,0.49,,False
13969,4478794,YuGiOh,OTS Tournament Pack 13,Goyo Defender,,OP13-EN019,Common,Near Mint Unlimited,0.12,0.12,1.04,0.05,11,0,0.49,,False
13971,4478799,YuGiOh,OTS Tournament Pack 13,Muddy Mudragon,,OP13-EN020,Common,Near Mint Unlimited,0.57,0.67,1.34,0.35,12,0,0.74,,False
13973,4478779,YuGiOh,OTS Tournament Pack 13,Spore,,OP13-EN016,Common,Near Mint Unlimited,0.6,0.6,1.25,0.26,30,0,0.74,,False
13979,4478789,YuGiOh,OTS Tournament Pack 13,Ultimaya Tzolkin,,OP13-EN018,Common,Near Mint Unlimited,0.32,0.22,1.12,0.13,26,0,0.74,,False
13981,4613300,YuGiOh,OTS Tournament Pack 14,Appointer of the Red Lotus,,OP14-EN011,Super Rare,Near Mint Unlimited,3.93,9.93,4.39,3.4,2,0,5.0,,False
13983,4613315,YuGiOh,OTS Tournament Pack 14,Demise of the Land,,OP14-EN019,Common,Near Mint Unlimited,1.18,1.13,1.28,0.29,4,0,1.49,,False
13984,4613320,YuGiOh,OTS Tournament Pack 14,Evil Thorn,,OP14-EN015,Common,Near Mint Unlimited,0.19,,1.09,0.1,58,0,0.49,,False
13989,4613352,YuGiOh,OTS Tournament Pack 14,Raidraptor - Force Strix,,OP14-EN008,Super Rare,Near Mint Unlimited,2.9,,3.39,2.4,1,0,3.99,,False
13990,4613367,YuGiOh,OTS Tournament Pack 14,Shien's Spy,,OP14-EN022,Common,Near Mint Unlimited,0.37,0.37,1.19,0.2,8,0,0.74,,False
13993,4613390,YuGiOh,OTS Tournament Pack 14,The Phantom Knights of Ancient Cloak,,OP14-EN017,Common,Near Mint Unlimited,0.15,,1.09,0.1,34,0,0.49,,False
13995,4613406,YuGiOh,OTS Tournament Pack 14,The Phantom Knights' Rank-Up-Magic Launch,,OP14-EN021,Common,Near Mint Unlimited,0.2,,1.11,0.12,18,0,0.49,,False
13996,4613436,YuGiOh,OTS Tournament Pack 14,Token: Dual Avatar Spirit,,OP14-EN026,Super Rare,Near Mint Unlimited,1.44,,1.79,0.8,3,0,1.99,,False
